Solution,Row#,Guesses[Indices]
quick,4,"sired[0, 1, 0, 0, 0]/umiak[1, 0, 2, 0, 2]/quink[2, 2, 2, 0, 2]"
crowd,4,"tears[0, 0, 0, 1, 0]/hurly[0, 0, 1, 0, 0]/bronc[0, 2, 2, 0, 1]"
skate,3,"sauce[2, 1, 0, 0, 2]/stale[2, 1, 2, 0, 2]"
prone,4,"snare[0, 1, 0, 1, 2]/ronde[1, 1, 1, 0, 2]/irone[0, 2, 2, 2, 2]"
warty,6,"cream[0, 1, 0, 1, 0]/dorba[0, 0, 2, 0, 1]/harsh[0, 2, 2, 0, 0]/party[0, 2, 2, 2, 2]/tarty[1, 2, 2, 2, 2]"
skulk,5,"trace[0, 0, 0, 0, 0]/lummy[1, 1, 0, 0, 0]/poulp[0, 0, 2, 2, 0]/skull[2, 2, 2, 2, 1]"
swore,5,"anime[0, 0, 0, 0, 2]/trove[0, 1, 2, 0, 2]/chore[0, 0, 2, 2, 2]/spore[2, 0, 2, 2, 2]"
bully,4,"crane[0, 0, 0, 0, 0]/dogly[0, 0, 0, 2, 2]/filly[0, 0, 2, 2, 2]"
borax,5,"salet[0, 1, 0, 0, 0]/grama[0, 1, 1, 0, 1]/dinar[0, 0, 0, 2, 1]/foray[0, 2, 2, 2, 0]"
humph,4,"crate[0, 0, 0, 0, 0]/nummy[0, 2, 2, 1, 0]/jumps[0, 2, 2, 2, 0]"
sappy,6,"salet[2, 2, 0, 0, 0]/sarvo[2, 2, 0, 0, 0]/sassy[2, 2, 1, 1, 2]/sands[2, 2, 0, 0, 1]/saucy[2, 2, 0, 0, 2]"
admin,4,"trace[0, 0, 1, 0, 0]/mikva[1, 1, 0, 0, 1]/iambi[1, 1, 2, 0, 1]"
godly,5,"crane[0, 0, 0, 0, 0]/mosts[0, 2, 0, 0, 0]/lollo[1, 2, 1, 2, 1]/golly[2, 2, 1, 2, 2]"
islet,4,"atone[0, 1, 0, 0, 1]/hefty[0, 1, 0, 1, 0]/cites[0, 1, 1, 2, 1]"
equip,3,"anime[0, 0, 1, 0, 1]/hikes[0, 1, 0, 1, 0]"
pleat,5,"anime[1, 0, 0, 0, 1]/wases[0, 1, 0, 1, 0]/dealt[0, 1, 1, 1, 2]/eclat[1, 0, 1, 2, 2]"
layer,5,"drape[0, 1, 1, 0, 1]/ayres[1, 1, 1, 2, 0]/hayer[0, 2, 2, 2, 2]/gayer[0, 2, 2, 2, 2]"
harsh,6,"about[1, 0, 0, 0, 0]/pavie[0, 2, 0, 0, 0]/calls[0, 2, 0, 0, 1]/sanga[1, 2, 0, 0, 1]/hashy[2, 2, 1, 1, 0]"
watch,7,"salet[0, 2, 0, 0, 1]/tanka[1, 2, 0, 0, 1]/catty[1, 2, 2, 1, 0]/hatch[1, 2, 2, 2, 2]/batch[0, 2, 2, 2, 2]/patch[0, 2, 2, 2, 2]"
avail,5,"prowl[0, 0, 0, 0, 2]/skill[0, 0, 1, 1, 2]/devil[0, 0, 1, 2, 2]/vigil[1, 1, 0, 2, 2]"
craze,3,"tears[0, 1, 2, 1, 0]/crane[2, 2, 2, 0, 2]"
fifty,5,"sired[0, 2, 0, 0, 0]/wigan[0, 2, 0, 0, 0]/cibol[0, 2, 0, 0, 0]/kitty[0, 2, 1, 2, 2]"
sheet,5,"atone[0, 1, 0, 0, 1]/tykes[1, 0, 0, 2, 1]/sleet[2, 0, 2, 2, 2]/sweet[2, 0, 2, 2, 2]"
tibia,4,"salet[0, 1, 0, 0, 1]/attic[1, 1, 1, 2, 0]/tubar[2, 0, 2, 1, 0]"
mucus,5,"react[0, 0, 0, 1, 0]/chibs[1, 0, 0, 0, 2]/scugs[1, 1, 1, 0, 2]/locus[0, 0, 2, 2, 2]"
covey,5,"tears[0, 1, 0, 0, 0]/plume[0, 0, 0, 0, 1]/jived[0, 0, 2, 2, 0]/coven[2, 2, 2, 2, 0]"
mamma,5,"trace[0, 0, 1, 0, 0]/maula[2, 2, 0, 0, 2]/magma[2, 2, 0, 2, 2]/manna[2, 2, 0, 0, 2]"
skiff,4,"irate[1, 0, 0, 0, 0]/lungi[0, 0, 0, 0, 1]/whish[0, 0, 2, 1, 0]"
media,4,"reast[0, 2, 1, 0, 0]/henna[0, 2, 0, 0, 2]/cella[0, 2, 0, 0, 2]"
drift,3,"drape[2, 2, 0, 0, 0]/droll[2, 2, 0, 0, 0]"
tramp,4,"worse[0, 0, 1, 0, 0]/rabid[1, 1, 0, 0, 0]/tryma[2, 2, 0, 2, 1]"
vixen,4,"slate[0, 0, 0, 0, 1]/demon[0, 1, 0, 0, 2]/unpen[0, 1, 0, 2, 2]"
canny,7,"roast[0, 0, 1, 0, 0]/abbed[1, 0, 0, 0, 0]/pavan[0, 2, 0, 1, 1]/manny[0, 2, 2, 2, 2]/fanny[0, 2, 2, 2, 2]/nanny[1, 2, 2, 2, 2]"
augur,5,"sired[0, 0, 1, 0, 0]/cramp[0, 1, 1, 0, 0]/razoo[1, 1, 0, 0, 0]/aburn[2, 0, 1, 1, 0]"
corny,5,"anime[0, 1, 0, 0, 0]/boong[0, 2, 1, 2, 0]/downy[0, 2, 0, 2, 2]/horny[0, 2, 2, 2, 2]"
sword,5,"sauce[2, 0, 0, 0, 0]/stiff[2, 0, 0, 0, 0]/shook[2, 0, 2, 1, 0]/sworn[2, 2, 2, 2, 0]"
fatty,4,"anime[1, 0, 0, 0, 0]/pratt[0, 0, 1, 2, 1]/softa[0, 0, 1, 2, 1]"
doubt,4,"drape[2, 0, 0, 0, 0]/diddy[2, 0, 1, 1, 0]/dunch[2, 1, 0, 0, 0]"
cleft,4,"paint[0, 0, 0, 0, 2]/chout[2, 0, 0, 0, 2]/crest[2, 0, 2, 0, 2]"
clerk,5,"paint[0, 0, 0, 0, 0]/woods[0, 0, 0, 0, 0]/felly[0, 1, 1, 1, 0]/bugle[0, 0, 0, 1, 1]"
smote,4,"tears[1, 1, 0, 0, 1]/juste[0, 0, 1, 2, 2]/smite[2, 2, 0, 2, 2]"
queer,5,"alone[0, 0, 0, 0, 1]/weeks[0, 1, 2, 0, 0]/treif[0, 1, 2, 0, 0]/every[1, 0, 2, 1, 0]"
splat,4,"crane[0, 0, 1, 0, 0]/kofta[0, 0, 0, 1, 1]/maths[0, 1, 1, 0, 1]"
bayou,4,"sauce[0, 2, 1, 0, 0]/yamun[1, 2, 0, 1, 0]/wagyu[0, 2, 0, 1, 2]"
timer,4,"roast[1, 0, 0, 0, 1]/twirk[2, 0, 1, 1, 0]/tirth[2, 2, 1, 1, 0]"
deity,5,"worse[0, 0, 0, 0, 1]/veney[0, 2, 0, 1, 2]/jetty[0, 2, 1, 2, 2]/hefty[0, 2, 0, 2, 2]"
gonad,5,"react[0, 0, 1, 0, 0]/bally[0, 1, 0, 0, 0]/appam[1, 0, 0, 2, 0]/quoad[0, 0, 1, 2, 2]"
udder,4,"trace[0, 1, 0, 0, 1]/rewin[1, 1, 0, 0, 0]/oyers[0, 0, 1, 1, 0]"
fizzy,6,"sauce[0, 0, 0, 0, 0]/poppy[0, 0, 0, 0, 2]/milty[0, 2, 0, 0, 2]/bingy[0, 2, 0, 0, 2]/dizzy[0, 2, 2, 2, 2]"
river,4,"later[0, 0, 0, 2, 2]/boner[0, 0, 0, 2, 2]/shier[0, 0, 1, 2, 2]"
abode,4,"atone[2, 0, 2, 0, 2]/arose[2, 0, 2, 0, 2]/adobe[2, 1, 2, 1, 2]"
miser,4,"reast[1, 1, 0, 1, 0]/sneer[1, 0, 1, 2, 2]/wiser[0, 2, 2, 2, 2]"
proud,3,"crane[0, 2, 0, 0, 0]/druxy[1, 2, 1, 0, 0]"
elegy,4,"salet[0, 0, 1, 1, 0]/lieve[1, 0, 2, 0, 1]/onely[0, 0, 2, 1, 2]"
savoy,5,"drape[0, 0, 1, 0, 0]/bamma[0, 2, 0, 0, 1]/vault[1, 2, 0, 0, 0]/kavas[0, 2, 2, 1, 1]"
armor,4,"roast[1, 1, 1, 0, 0]/ocrea[1, 0, 1, 0, 1]/mayor[1, 1, 0, 2, 2]"
begun,4,"roast[0, 0, 0, 0, 0]/nunny[1, 1, 1, 1, 0]/unpeg[1, 1, 0, 1, 1]"
tulip,4,"snare[0, 0, 0, 0, 0]/fugio[0, 2, 0, 2, 0]/cupid[0, 2, 1, 2, 0]"
front,3,"atone[0, 1, 2, 2, 0]/tronc[1, 2, 2, 2, 0]"
plait,4,"prowl[2, 0, 0, 0, 1]/palet[2, 1, 1, 0, 2]/plant[2, 2, 2, 0, 2]"
count,6,"worse[0, 2, 0, 0, 0]/yohay[0, 2, 0, 0, 0]/bongo[0, 2, 1, 0, 1]/jomon[0, 2, 0, 1, 1]/found[0, 2, 2, 2, 0]"
royal,3,"prowl[0, 1, 1, 0, 2]/rotal[2, 2, 0, 2, 2]"
purer,7,"slate[0, 0, 0, 0, 1]/order[0, 1, 0, 2, 2]/hiver[0, 0, 0, 2, 2]/ember[1, 0, 0, 2, 2]/fewer[0, 1, 0, 2, 2]/upper[1, 1, 1, 2, 2]"
vault,4,"cream[0, 0, 0, 1, 0]/adobo[1, 0, 0, 0, 0]/shaul[0, 0, 1, 1, 1]"
dream,5,"later[0, 1, 0, 1, 1]/repay[1, 1, 0, 2, 0]/freak[0, 2, 2, 2, 0]/dread[2, 2, 2, 2, 1]"
steam,4,"adieu[1, 0, 0, 1, 0]/leman[0, 1, 1, 2, 0]/cream[0, 0, 2, 2, 2]"
under,3,"anime[0, 2, 0, 0, 1]/enter[1, 2, 0, 2, 2]"
cliff,4,"slate[0, 2, 0, 0, 0]/plink[0, 2, 2, 0, 0]/climb[2, 2, 2, 0, 0]"
scour,5,"paint[0, 0, 0, 0, 0]/elogy[0, 0, 2, 0, 0]/fjord[0, 0, 2, 1, 0]/cross[1, 1, 2, 1, 1]"
exact,5,"prowl[0, 0, 0, 0, 0]/semis[0, 1, 0, 0, 0]/daube[0, 1, 0, 0, 1]/ahent[1, 0, 1, 0, 2]"
there,6,"sauce[0, 0, 0, 0, 2]/gynie[0, 0, 0, 0, 2]/preke[0, 1, 2, 0, 2]/rheme[1, 2, 2, 0, 2]/where[0, 2, 2, 2, 2]"
quilt,3,"about[0, 0, 0, 1, 2]/suint[0, 2, 2, 0, 2]"
smear,4,"media[1, 1, 0, 0, 1]/amate[1, 2, 1, 0, 1]/emmas[1, 2, 1, 2, 1]"
sheet,5,"tears[1, 1, 0, 0, 1]/stone[2, 1, 0, 0, 1]/swept[2, 0, 2, 0, 2]/smelt[2, 0, 2, 0, 2]"
aunty,4,"salet[0, 1, 0, 0, 1]/troak[1, 0, 0, 1, 0]/atigi[2, 1, 0, 0, 0]"
ankle,3,"drape[0, 0, 1, 0, 2]/kanae[1, 1, 1, 1, 2]"
jaunt,4,"snare[0, 1, 1, 0, 0]/paint[0, 2, 0, 2, 2]/vaunt[0, 2, 2, 2, 2]"
brawn,5,"react[1, 0, 2, 0, 0]/guars[0, 0, 2, 1, 0]/braza[2, 2, 2, 0, 1]/brain[2, 2, 2, 0, 2]"
proof,4,"react[1, 0, 0, 0, 0]/birdo[0, 0, 1, 0, 1]/groom[0, 2, 2, 2, 0]"
fishy,6,"media[0, 0, 0, 1, 0]/logoi[0, 0, 0, 0, 1]/suint[1, 0, 1, 0, 0]/biffs[0, 2, 1, 1, 1]/firks[2, 2, 0, 0, 1]"
clink,4,"sired[0, 1, 0, 0, 0]/najib[1, 0, 0, 1, 0]/glint[0, 2, 2, 2, 0]"
salsa,4,"adieu[1, 0, 0, 0, 0]/scaly[2, 0, 1, 1, 0]/salvo[2, 2, 2, 0, 0]"
serif,5,"roast[1, 0, 0, 1, 0]/spurn[2, 0, 0, 1, 0]/siver[2, 1, 0, 1, 1]/seric[2, 2, 2, 2, 0]"
rupee,5,"cream[0, 1, 1, 0, 0]/sores[0, 0, 1, 2, 0]/rived[2, 0, 0, 2, 0]/repel[2, 1, 2, 2, 0]"
cruel,5,"anime[0, 0, 0, 0, 1]/pesty[0, 1, 0, 0, 0]/error[1, 2, 1, 0, 1]/gruel[0, 2, 2, 2, 2]"
cleat,7,"irate[0, 0, 1, 1, 1]/eaten[1, 1, 1, 1, 0]/tweak[1, 0, 2, 2, 0]/stead[0, 1, 2, 2, 0]/bleat[0, 2, 2, 2, 2]/pleat[0, 2, 2, 2, 2]"
tulip,4,"paint[1, 0, 1, 0, 1]/optic[0, 1, 1, 2, 0]/thrip[2, 0, 0, 2, 2]"
shame,2,"anime[1, 0, 0, 2, 2]"
error,3,"prowl[0, 2, 1, 0, 0]/draco[0, 2, 0, 0, 1]"
slang,4,"snare[2, 1, 2, 0, 0]/shand[2, 0, 2, 2, 0]/skank[2, 0, 2, 2, 0]"
jewel,6,"drape[0, 0, 0, 0, 1]/genty[0, 2, 0, 0, 0]/lezes[1, 2, 0, 2, 0]/heils[0, 2, 0, 1, 0]/bevel[0, 2, 0, 2, 2]"
noisy,4,"sauce[1, 0, 0, 0, 0]/phons[0, 0, 1, 1, 1]/oslin[1, 1, 0, 1, 1]"
chard,4,"anime[1, 0, 0, 0, 0]/roach[1, 0, 2, 1, 1]/chart[2, 2, 2, 2, 0]"
junto,4,"react[0, 0, 0, 0, 1]/zitis[0, 0, 1, 0, 0]/fouth[0, 1, 1, 2, 0]"
batty,4,"drape[0, 0, 1, 0, 0]/bagua[2, 2, 0, 0, 1]/bally[2, 2, 0, 0, 2]"
lodge,6,"tears[0, 1, 0, 0, 0]/movie[0, 2, 0, 0, 2]/ponce[0, 2, 0, 0, 2]/zolle[0, 2, 1, 1, 2]/boule[0, 2, 0, 1, 2]"
equal,4,"tears[0, 1, 1, 0, 0]/ebena[2, 0, 1, 0, 1]/eagly[2, 1, 0, 1, 0]"
taper,4,"prowl[1, 1, 0, 0, 0]/sprue[0, 1, 1, 0, 1]/japer[0, 2, 2, 2, 2]"
piggy,5,"tears[0, 0, 0, 0, 0]/chink[0, 0, 1, 0, 0]/lipid[0, 2, 1, 1, 0]/wimpy[0, 2, 0, 1, 2]"
croak,4,"later[0, 1, 0, 0, 1]/skarn[0, 1, 1, 1, 0]/burka[0, 0, 1, 1, 1]"
axiom,4,"media[1, 0, 0, 1, 1]/nizam[0, 1, 0, 1, 2]/agism[2, 0, 2, 0, 2]"
tenth,4,"anime[0, 1, 0, 0, 1]/trend[2, 0, 1, 1, 0]/tunes[2, 0, 2, 1, 0]"
clank,4,"sauce[0, 1, 0, 1, 0]/octal[0, 1, 0, 1, 1]/clair[2, 2, 2, 0, 0]"
satyr,5,"worse[0, 0, 1, 1, 0]/asura[1, 1, 0, 1, 1]/rasas[1, 2, 1, 1, 1]/sabir[2, 2, 0, 0, 2]"
basic,5,"drape[0, 0, 1, 0, 0]/abuna[1, 1, 0, 0, 1]/batos[2, 2, 0, 0, 1]/basil[2, 2, 2, 2, 0]"
adobe,3,"tears[0, 1, 1, 0, 0]/wadge[0, 1, 1, 0, 2]"
niche,3,"sired[0, 2, 0, 1, 0]/pioye[0, 2, 0, 0, 2]"
trust,5,"tears[2, 0, 0, 1, 1]/torso[2, 0, 1, 2, 0]/trist[2, 2, 0, 2, 2]/tryst[2, 2, 0, 2, 2]"
ralph,3,"drape[0, 1, 1, 2, 0]/jarps[0, 2, 1, 2, 0]"
reach,5,"arise[1, 1, 0, 0, 1]/derma[0, 2, 1, 0, 1]/rebar[2, 2, 0, 1, 1]/react[2, 2, 2, 2, 0]"
flake,4,"irate[0, 0, 2, 0, 2]/spake[0, 0, 2, 2, 2]/awake[1, 0, 2, 2, 2]"
rouse,6,"about[0, 0, 1, 1, 0]/found[0, 2, 2, 0, 0]/gouge[0, 2, 2, 0, 2]/coupe[0, 2, 2, 0, 2]/house[0, 2, 2, 2, 2]"
taint,6,"media[0, 0, 0, 1, 1]/vails[0, 2, 2, 0, 0]/cairn[0, 2, 2, 0, 1]/paint[0, 2, 2, 2, 2]/faint[0, 2, 2, 2, 2]"
demur,5,"trace[0, 1, 0, 0, 1]/rules[1, 1, 0, 1, 0]/exurb[1, 0, 1, 1, 0]/perdu[0, 2, 1, 1, 1]"
totem,4,"slate[0, 0, 0, 1, 1]/teind[2, 1, 0, 0, 0]/therm[2, 0, 1, 0, 2]"
smear,5,"salet[2, 1, 0, 1, 0]/shake[2, 0, 1, 0, 1]/scena[2, 0, 2, 0, 1]/spear[2, 0, 2, 2, 2]"
bingo,3,"prowl[0, 0, 1, 0, 0]/bayou[2, 0, 0, 1, 0]"
flaky,6,"sauce[0, 1, 0, 0, 0]/lotta[1, 0, 0, 0, 1]/afald[1, 1, 2, 1, 0]/flair[2, 2, 2, 0, 0]/flank[2, 2, 2, 0, 1]"
wreck,3,"crate[1, 2, 0, 0, 1]/erick[1, 2, 0, 2, 2]"
chore,6,"about[0, 0, 2, 0, 0]/grosz[0, 1, 2, 0, 0]/roofy[1, 1, 2, 0, 0]/choir[2, 2, 2, 0, 1]/chord[2, 2, 2, 2, 0]"
heavy,5,"adieu[1, 0, 0, 1, 0]/chase[0, 1, 2, 0, 1]/beath[0, 2, 2, 0, 1]/heapy[2, 2, 2, 0, 2]"
blond,5,"crate[0, 0, 0, 0, 0]/ovism[1, 0, 0, 0, 0]/lough[1, 1, 0, 0, 0]/knoll[0, 1, 2, 1, 1]"
flock,4,"prowl[0, 0, 2, 0, 1]/diols[0, 0, 2, 1, 0]/kloof[1, 2, 2, 1, 1]"
frill,3,"later[1, 0, 0, 0, 1]/birls[0, 1, 1, 2, 0]"
chord,3,"trace[0, 1, 0, 1, 0]/curds[2, 0, 1, 1, 0]"
tense,5,"react[0, 2, 0, 0, 1]/festy[0, 2, 1, 1, 0]/setup[1, 2, 1, 0, 0]/teels[2, 2, 1, 0, 1]"
eying,6,"irate[1, 0, 0, 0, 1]/wides[0, 1, 0, 1, 0]/helix[0, 1, 0, 1, 0]/emoji[2, 0, 0, 0, 1]/eking[2, 0, 2, 2, 2]"
lymph,3,"later[2, 0, 0, 0, 0]/louis[2, 0, 0, 0, 0]"
girly,4,"slate[0, 1, 0, 0, 0]/whirl[0, 0, 1, 1, 1]/mirly[0, 2, 2, 2, 2]"
creep,3,"media[0, 1, 0, 0, 0]/preon[1, 2, 2, 0, 0]"
blown,4,"alone[0, 2, 2, 1, 0]/clown[0, 2, 2, 2, 2]/flown[0, 2, 2, 2, 2]"
crest,3,"tears[1, 1, 0, 1, 1]/wrest[0, 2, 2, 2, 2]"
chide,5,"crane[2, 0, 0, 0, 2]/close[2, 0, 0, 0, 2]/chute[2, 2, 0, 0, 2]/chime[2, 2, 2, 0, 2]"
great,5,"media[0, 1, 0, 0, 1]/rayne[1, 1, 0, 0, 1]/abear[1, 0, 2, 2, 1]/creak[0, 2, 2, 2, 0]"
blitz,5,"crane[0, 0, 0, 0, 0]/fowls[0, 0, 0, 1, 0]/limit[1, 1, 0, 1, 1]/glitz[0, 2, 2, 2, 2]"
flood,3,"slate[0, 2, 0, 0, 0]/fluid[2, 2, 0, 0, 2]"
chief,4,"sired[0, 1, 0, 2, 0]/klieg[0, 0, 2, 2, 0]/thief[0, 2, 2, 2, 2]"
table,2,"tears[2, 1, 1, 0, 0]"
cycle,5,"tears[0, 1, 0, 0, 0]/pouce[0, 0, 0, 1, 2]/niche[0, 0, 2, 0, 2]/emcee[1, 0, 2, 1, 2]"
nasty,4,"prowl[0, 0, 0, 0, 0]/ashen[1, 1, 0, 0, 1]/mants[0, 2, 1, 2, 1]"
dairy,3,"drape[2, 1, 1, 0, 0]/darga[2, 2, 1, 0, 1]"
randy,8,"salet[0, 2, 0, 0, 0]/haika[0, 2, 0, 0, 1]/jamun[0, 2, 0, 0, 1]/nazzy[1, 2, 0, 0, 2]/yawny[1, 2, 0, 1, 2]/dandy[1, 2, 2, 2, 2]/candy[0, 2, 2, 2, 2]"
ultra,3,"arise[1, 1, 0, 0, 0]/burra[0, 1, 1, 2, 2]"
tower,3,"crate[0, 1, 0, 1, 1]/twerp[2, 1, 1, 1, 0]"
spare,5,"salet[2, 1, 0, 1, 0]/seame[2, 1, 2, 0, 2]/shave[2, 0, 2, 0, 2]/spade[2, 2, 2, 0, 2]"
swash,6,"drape[0, 0, 2, 0, 0]/shaky[2, 1, 2, 0, 0]/stash[2, 0, 2, 2, 2]/slash[2, 0, 2, 2, 2]/smash[2, 0, 2, 2, 2]"
thump,3,"about[0, 0, 0, 1, 1]/tutes[2, 1, 1, 0, 0]"
nasty,5,"adieu[1, 0, 0, 0, 0]/class[0, 0, 1, 1, 1]/saran[1, 2, 0, 1, 1]/kants[0, 2, 1, 2, 1]"
sieve,4,"crate[0, 0, 0, 0, 2]/venue[1, 1, 0, 0, 2]/mieve[0, 2, 2, 2, 2]"
trace,5,"sauce[0, 1, 0, 2, 2]/place[0, 0, 2, 2, 2]/brace[0, 2, 2, 2, 2]/grace[0, 2, 2, 2, 2]"
strip,5,"about[0, 0, 0, 0, 1]/kited[0, 1, 1, 0, 0]/thymi[1, 0, 0, 0, 1]/strig[2, 2, 2, 2, 0]"
jazzy,5,"salet[0, 2, 0, 0, 0]/pargo[0, 2, 0, 0, 0]/fanum[0, 2, 0, 0, 0]/caddy[0, 2, 0, 0, 2]"
rower,6,"slate[0, 0, 0, 0, 1]/hover[0, 2, 0, 2, 2]/coyer[0, 2, 0, 2, 2]/borer[0, 2, 1, 2, 2]/roker[2, 2, 0, 2, 2]"
cheat,4,"arise[1, 0, 0, 0, 1]/gleba[0, 0, 2, 0, 1]/paedo[0, 1, 2, 0, 0]"
gusto,3,"crane[0, 0, 0, 0, 0]/wudus[0, 2, 0, 1, 1]"
mimic,5,"reast[0, 0, 0, 0, 0]/lichi[0, 2, 1, 0, 1]/zinco[0, 2, 0, 1, 0]/civvy[1, 2, 0, 0, 0]"
equip,3,"paint[1, 0, 1, 0, 0]/oxlip[0, 0, 0, 2, 2]"
atoll,4,"later[1, 1, 1, 0, 0]/plats[0, 1, 1, 1, 0]/adult[2, 0, 0, 2, 1]"
hunky,4,"snare[0, 1, 0, 0, 0]/bunjy[0, 2, 2, 0, 2]/funky[0, 2, 2, 2, 2]"
fleet,4,"roast[0, 0, 0, 0, 2]/pfftt[0, 1, 1, 1, 2]/theft[1, 0, 2, 1, 2]"
visor,4,"trace[0, 1, 0, 0, 0]/skrik[1, 0, 1, 1, 0]/loirs[0, 1, 1, 1, 1]"
smirk,4,"snare[2, 0, 0, 2, 0]/skirt[2, 1, 2, 2, 0]/shirk[2, 0, 2, 2, 2]"
eager,6,"later[0, 2, 0, 2, 2]/sawer[0, 2, 0, 2, 2]/razer[1, 2, 0, 2, 2]/parer[0, 2, 1, 2, 2]/yager[0, 2, 2, 2, 2]"
stage,5,"paint[0, 1, 0, 0, 1]/stash[2, 2, 2, 1, 0]/stave[2, 2, 2, 0, 2]/state[2, 2, 2, 1, 2]"
agile,6,"paint[0, 1, 2, 0, 0]/umiak[0, 0, 2, 1, 0]/chiva[0, 0, 2, 0, 1]/afire[2, 0, 2, 0, 2]/aside[2, 0, 2, 0, 2]"
crimp,4,"arise[0, 2, 2, 0, 0]/gript[0, 2, 2, 1, 0]/primo[1, 2, 2, 2, 0]"
pudgy,4,"drape[1, 0, 0, 1, 0]/plods[2, 0, 0, 1, 0]/pudic[2, 2, 2, 0, 0]"
gayer,6,"sauce[0, 2, 0, 0, 1]/laten[0, 2, 0, 2, 0]/parev[0, 2, 1, 2, 0]/raker[1, 2, 0, 2, 2]/gazer[2, 2, 0, 2, 2]"
built,5,"alone[0, 1, 0, 0, 0]/pulli[0, 2, 1, 2, 1]/quilt[0, 2, 2, 2, 2]/guilt[0, 2, 2, 2, 2]"
slice,4,"crate[1, 0, 0, 0, 2]/deuce[0, 1, 0, 2, 2]/spice[2, 0, 2, 2, 2]"
filmy,4,"crate[0, 0, 0, 0, 0]/mopus[1, 0, 0, 0, 0]/blimy[0, 1, 1, 2, 2]"
aider,6,"crane[0, 1, 1, 0, 1]/earth[1, 1, 1, 0, 0]/apers[2, 0, 1, 1, 0]/aller[2, 0, 0, 2, 2]/amber[2, 0, 0, 2, 2]"
motto,3,"later[0, 0, 2, 0, 0]/mythi[2, 0, 2, 0, 0]"
merry,5,"adieu[0, 0, 0, 1, 0]/berks[0, 2, 2, 0, 0]/herye[0, 2, 2, 1, 1]/ferry[0, 2, 2, 2, 2]"
skirt,5,"worse[0, 0, 1, 1, 0]/smirs[2, 0, 2, 2, 1]/shirr[2, 0, 2, 2, 1]/stirk[2, 1, 2, 2, 1]"
noisy,5,"drape[0, 0, 0, 0, 0]/hying[0, 1, 2, 1, 0]/unity[0, 1, 2, 0, 2]/noily[2, 2, 2, 0, 2]"
dingo,4,"crate[0, 0, 0, 0, 0]/poufy[0, 1, 0, 0, 0]/dinlo[2, 2, 2, 0, 2]"
dowel,6,"slate[0, 1, 0, 0, 1]/umbel[0, 0, 0, 2, 2]/kerel[0, 1, 0, 2, 2]/excel[1, 0, 0, 2, 2]/hovel[0, 2, 0, 2, 2]"
woman,5,"cream[0, 0, 0, 2, 1]/atmas[1, 0, 2, 2, 0]/ummah[0, 1, 2, 2, 0]/namad[1, 1, 2, 2, 0]"
surge,3,"cream[0, 1, 1, 0, 0]/sorel[2, 0, 2, 1, 0]"
axial,5,"crate[0, 0, 1, 0, 0]/babby[0, 1, 0, 0, 0]/algal[2, 1, 0, 2, 2]/anils[2, 0, 2, 1, 0]"
slink,4,"later[1, 0, 0, 0, 0]/clous[0, 2, 0, 0, 1]/glisk[0, 2, 2, 1, 2]"
chart,5,"salet[0, 1, 0, 0, 2]/groat[0, 1, 0, 1, 2]/apart[1, 0, 2, 2, 2]/quart[0, 0, 2, 2, 2]"
snowy,2,"snare[2, 2, 0, 0, 0]"
bawdy,5,"sired[0, 0, 0, 0, 1]/domal[1, 0, 0, 1, 0]/caddy[0, 2, 1, 2, 2]/gandy[0, 2, 0, 2, 2]"
poker,6,"crane[0, 1, 0, 0, 1]/threw[0, 0, 1, 2, 0]/reded[1, 1, 0, 2, 0]/moker[0, 2, 2, 2, 2]/joker[0, 2, 2, 2, 2]"
leggy,5,"sired[0, 0, 0, 1, 0]/hejab[0, 2, 0, 0, 0]/feely[0, 2, 1, 1, 2]/letty[2, 2, 0, 0, 2]"
posit,4,"irate[1, 0, 0, 1, 0]/fight[0, 1, 0, 0, 2]/joist[0, 2, 1, 1, 2]"
helix,5,"crate[0, 0, 0, 0, 1]/feely[0, 2, 1, 1, 0]/welds[0, 2, 2, 0, 0]/melon[0, 2, 2, 0, 0]"
audio,5,"crate[0, 0, 1, 0, 0]/mawps[0, 1, 0, 0, 0]/iliad[1, 0, 1, 1, 1]/affix[2, 0, 0, 2, 0]"
flint,4,"adieu[0, 0, 2, 0, 0]/icily[1, 0, 2, 1, 0]/glift[0, 2, 2, 1, 2]"
tunic,3,"atone[0, 1, 0, 1, 0]/tints[2, 1, 2, 1, 0]"
eaten,4,"about[1, 0, 0, 0, 1]/hants[0, 2, 1, 1, 0]/ratan[0, 2, 2, 1, 2]"
risky,4,"tears[0, 0, 0, 1, 1]/sopor[1, 0, 0, 0, 1]/frush[0, 1, 0, 1, 0]"
drill,3,"later[1, 0, 0, 0, 1]/rubli[1, 0, 0, 2, 1]"
snaky,4,"worse[0, 0, 0, 1, 0]/scant[2, 0, 2, 1, 0]/slain[2, 0, 2, 0, 1]"
feign,6,"salet[0, 0, 0, 1, 0]/debug[0, 2, 0, 0, 1]/gemmy[1, 2, 0, 0, 0]/weigh[0, 2, 2, 2, 0]/reign[0, 2, 2, 2, 2]"
gauze,5,"adieu[1, 0, 0, 1, 1]/ursae[1, 0, 0, 1, 2]/vague[0, 2, 1, 1, 2]/gauge[2, 2, 2, 1, 2]"
fauna,3,"slate[0, 0, 1, 0, 0]/china[0, 0, 0, 2, 2]"
